BEST_PARENT,parcels,source,addr
1207B BCP LLC,29,name_only,1001 SOUTH ST NASHVILLE TN 37203
O'MALLEY TENNESSEE COMMUNITY PROPERTY TRUST,29,name_only,211 STONECREST CIR NASHVILLE TN 37209
ON THE HORIZON HOMES LLC,29,name_only,PO BOX 27740 C/O NATL REALTY CROUP INC LAS VEGAS NV 89126
JERRY BUTLER BUILDERS LLC,29,name_only,5068 MURFREESBORO RD LAVERGNE TN 37086
MULCH PROPERTY DEVELOPMENT CO LLC THE,29,name_only,665 VERNON AVE NASHVILLE TN 37209
BUILD TRUST HOMES LLC,28,name_only,2016 PULLY PL NOLENSVILLE TN 37135
MBHD LLC,28,name_only,%JESSICA LEVEEN/414 UNION ST 6TH FLOOR NASHVILLE TN 37219
TRC STRATEGIC REALTY LLC,28,name_only,931 W OLD HICKORY BLVD MADISON TN 37115
BLU TACO BELLE LLC,28,name_only,1598 GUILL RD MOUNT JULIET TN 37122
KY-TENN CONF ASSN 7TH DAY ADVNT INC,28,name_only,PO BOX 459 MADISON TN
HAVEN BUILDERS LLC,28,name_only,1728 GENERAL GEORGE PATTON DR STE 200 BRENTWOOD TN 37027
CHRISTIAN SCHOOLS INC,28,name_only,C/O MR GRAHAM 10TH & WOODLAND ST NASHVILLE TN
BUSH BUILDING CO,28,name_only,805 8TH AVE NO NASHVILLE TN
COBALT VENTURES LLC,28,name_only,2197 NOLENSVILLE PIKE APT 311 NASHVILLE TN 37211
SCW INC,28,name_only,2009 ASHWOOD AVE NASHVILLE TN 37212
ENTRUST INVESTMENTS LLC,27,name_only,135 BRENDA LN ANTIOCH TN 37013
GREATER MIDDLE TN DEV PARTNERSHIP,27,name_only,3810 ESTES RD NASHVILLE TN 37215
VOCE DEVELOPMENT CO LLC,27,name_only,154 FRANKLIN RD BRENTWOOD TN 37027
TLC PROPERTIES INC,27,name_only,1993 SOUTHERLAND DR C/O LAMAR NASHVILLE TN 37207
Opendoor,27,curated_brand,405 HOWARD ST STE 550 SAN FRANCISCO CA 94105
TRUE DEVELOPMENT LLC,27,name_only,2309 CRESTMOOR RD STE 201 NASHVILLE TN 37215
TROUBADOUR INVESTMENTS LLC,27,name_only,1010 RACQUET CLUB DR STE 103 AUBURN CA 95603
KY-TN CONF ASSOC OF 7TH-DAY ADV INC,27,name_only,850 CONFERENCE DR
HILL CENTER SYLVAN HEIGHTS LLC,27,name_only,3011 ARMORY DR 130
PURSUIT OF EQUITY LLC,27,name_only,PO BOX 110121 NASHVILLE TN 37222
BELLSOUTH TELECOMMUNICATIONS INC,27,name_only,1010 PINE ST 6E-L-01 SAINT LOUIS MO 63101
GRUPO MONARCA LLC,27,name_only,301 DEMONBREUN ST UNIT 2012 NASHVILLE TN 37201
WALLACE COTTAGE LLC,27,name_only,2306 WINFORD AVE NASHVILLE TN 37211
SA LLC,27,name_only,14838 OLD HICKORY BV C/O JEFF SEAT ANTIOCH TN 37013
BLUE CHIP INVESTMENTS LLC,27,name_only,2208 WHITE AVE NASHVILLE TN 37204
HMC LLC,27,name_only,6108 STILLMEADOW DR NASHVILLE TN 37211
PNE INVESTMENT LLC,27,name_only,1201 GALLATIN PIKE N MADISON TN 37115
2K DEVELOPMENT LLC,27,name_only,PO BOX 918 GOODLETTSVILLE TN 37070
MAGNOLIA FARMS HOMEOWNERS ASSN INC,26,name_only,50 VANTAGE WAY 100 NASHVILLE TN 37228
HAYWOOD MEADOWS LLC,26,name_only,1514 SOUTH ST C/O BOB DEBAECKE NASHVILLE TN 37212
BMB PROPERTIES,26,name_only,944 MAIN ST NASHVILLE TN 37206
SUBURBAN COWBOYS LLC,26,name_only,2441 OLD FORT PKWY STE Q472 MURFREESBORO TN 37128
HEALTH INVESTMENTS LS LLC,26,name_only,2868 GREEN MOUNTAIN DR BRANSON MO 65616
DOT HOLDINGS LLC,26,name_only,2500 21ST AVE S NASHVILLE TN 37212
4TH AND MADISON LLC,26,name_only,312 MADISON ST
CHARTWELL PROPERTIES LLC,26,name_only,2112 WOODLAWN DR C/O R RHEA NASHVILLE TN 37212
REGIONAL HOLDINGS LLC,26,name_only,PO BOX 17 CLARKSVILLE TN 37041
CHRIS THOMAS HOMES LLC,26,name_only,9619 DEER TRACT CT BRENTWOOD TN 37027
DALAMAR HOMES LLC,26,name_only,307 MCKENNELL DR NASHVILLE TN 37206
HIGH VIEW FLATS LLC,26,name_only,1221 MCGRACE LN NASHVILLE TN 37220
CHECKERBOARD PROPERTIES,26,name_only,2201 WICKSON AVE NASHVILLE TN 37210
WEXFORD DOWNS LLC,26,name_only,ONE NORTHCHASE STE 211 1000 NORTHCHASE GOODLETTSVILLE TN 37072
NORTH BY NORTHEAST DEVELOPMENT LLC,26,name_only,1209 B 5TH AVE N NASHVILLE TN 37208
SMITH JAMES RANDOLPH & BETTY FAY G COMM PROPERTY TR,26,name_only,2735 LARMON AVE
GMAC PROPERTIES LLC,26,name_only,PO BOX 1032 GOODLETTSVILLE TN 37070
NUVOLE INVESTMENTS LLC,26,name_only,2320 COPPERGATE WAY THOMPSONS STATION TN 37179
407 WEST TRINITY PARTNERS,25,name_only,7110 PEACH CT BRENTWOOD TN 37027
GALA LLC,25,name_only,9028 MAYFIELD CT BRENTWOOD TN 37027
Invitation Homes,25,curated_brand,3630 PEACHTREE RD STE 500 ATLANTA GA 30326
HERWIGS HOLDINGS LLC,25,name_only,4117 HILLSBORO PIKE STE 103-265 NASHVILLE TN 37215
TAB HOMEBUILDERS LLC,25,name_only,397 CUMBERLAND HILLS DR HENDERSONVILLE TN 37075
NASHVILLE BUSINESS GROUP LLC,25,name_only,1105 ROLLING CREEK DR BRENTWOOD TN 37027
MPES2 LLC,25,name_only,39 HALSEY DR OLD GREENWICH CT 06870
GRE RE III LLC,25,name_only,825 28TH ST S STE E FARGO ND 58105
PARKSIDE BUILDERS LLC,25,name_only,135 HAMPTON PL NASHVILLE TN 37215
COUNTRY MAID FARMS INC,25,name_only,3832 DRY FORK RD WHITES CREEK TN 37189
DEER LAKE RETIREMENT ASSOCIATION INC,25,name_only,2500 HILLSBORO RD NASHVILLE TN 37212
RIDGEWAY PROPERTIES LLC,25,name_only,370 THE LADY OF THE LAKE LN FRANKLIN TN 37069
LUDIE LOU HOLDINGS LLC,25,name_only,PO BOX 282217 NASHVILLE TN 37228
TN REAL ESTATE NOW LLC,25,name_only,PO BOX 367 BRENTWOOD TN 37024
START LLC,25,name_only,1413 CHANTILLY LN FRANKLIN TN 37067
AIRPORT LOGISTICS LLC,25,name_only,2710 OLD LEBANON RD 5 NASHVILLE TN 37214
945 SOUTH DOUGLAS LLC,24,name_only,1880 CENTURY PARK EAST 1600 LOS ANGELES CA 90067
L A N D GROUP LLC,24,name_only,PO BOX 1545 SPRINGFIELD TN 37172
BRAEWOOD DEVELOPMENT CORP,24,name_only,"100 W 10TH ST, WILMINGTON, DE 19801"
MCDONALD'S CORP,24,name_only,110 N CARPENTER ST DEPT 027-REAL ESTATE TAX CHICAGO IL 60607
FORD CONSUMER FINANCE CO INC,24,name_only,912 MCMAHAN AVE NASHVILLE TN 37216
LS-TG HOME FUND LLC,24,name_only,2305 CRUZEN ST NASHVILLE TN 37211
NASHVILLE URBAN VENTURE LLC,24,name_only,138 2ND AV N STE 300 C/O MKT ST EQUITIES NASHVILLE TN 37201
FISCHER & FORD GROUP LLC,24,name_only,1321 MURFREESBORO PK STE 520 NASHVILLE TN 37217
NASHVILLE TERRAZZO PARTNERSHIP,24,name_only,700 12TH AVE S STE 302 NASHVILLE TN 37215
VILLAGE SPACES LLC,24,name_only,2628 BROADWAY 27B NEW YORK NY 10025
GLANCY PARTNERS,24,name_only,4504 EVERETT DR C/O RICHARD JOHNSON NASHVILLE TN 37215
DOVENMUEHLE INC,24,name_only,C/O PAT DAVIS 135 S LASALLE ST CHICAGO IL 60603
TENNESSEE PROCESSING CENTER LLC,24,name_only,101 BARCLAY ST 15E C/O BNYM NANCYDISCALA NEW YORK NY 10286
AMPLIFY EQUITIES LLC & AMPLIFY SCHORR LLC & ET AL,24,name_only,14 STEUBEN LN JACKSON NJ 08527
Dream Finders / Rockpoint,24,canon_parent,14701 PHILIPS HWY STE 300 JACKSONVILLE FL 32256
TURNKEY BUILDERS LLC,24,name_only,909 THOMAS AVE STE D NASHVILLE TN 37216
PENNOCK AVENUE HOLDINGS LLC,24,name_only,5000 WEATHERFORD PASS FRANKLIN TN 37064
CANE RIDGE FARMS HOMEOWNERS ASSOCIATION INC,24,name_only,1820 MEMORIAL BV MURFREESBORO TN 37129
MIKE FORD CUSTOM BUILDERS LLC,24,name_only,390 MALLORY STATION RD STE 100 FRANKLIN TN 37067
HVH RIDGECREST LLC,24,name_only,PO BOX 314 THOMPSONS STATION TN 37179
COVE PARTNERS LLC,24,name_only,6064 CENTRAL PIKE MT JULIET TN 37122
SUPER 98 HOLDINGS LLC,23,name_only,1704 CHARLOTTE AVE 200 NASHVILLE TN 37203
MACK PROPS LLC,23,name_only,230 GOVERNORS WAY BRENTWOOD TN 37027
GMAT HOLDINGS G P,23,name_only,650 WEDGEWOOD AV NASHVILLE TN 37203
SOUTHEAST INVESTMENT CAPITAL GROUP LLC,23,name_only,1621 9TH AVE N
M SQUARED LLC,23,name_only,4414 BRUSH HILL RD NASHVILLE TN 37216
NASHVILLE CAMBRIDGE COURT LLC,23,name_only,1801 CENTURY PARK E 1600 LOS ANGELES CA 90067
EMERGENT PROPERTIES LLC,23,name_only,300 TIMBERWAY CIRCLE
VANDERBILT PLAZA LTD,23,name_only,ONE PARK PZ STE 1 NASHVILLE TN 37203
HCA PROPERTIES INC,23,name_only,CENTURY CENTER 588 2200 CENTURY PKWY N E ATLANTA GA 30345
BURKITT COMMONS HOMEOWNERS ASSOCIATION INC,23,name_only,845 BELL RD STE 210 ANTIOCH TN 37013
213 PROPERTIES LLC,23,name_only,26 INVERARAY DR NASHVILLE TN 37215
G CO INVESTMENTS LLC,23,name_only,363 WOODYCREST AV NASHVILLE TN 37210
THORNTON GROVE HOMEOWNERS ASSOCIATION INC,23,name_only,50 VANTAGE WAY STE 100 NASHVILLE TN 37228
223 OCEOLA LLC,23,name_only,205 IMPERIO AVE FREMONT CA 94539
SYNCED PROPERTIES LLC,23,name_only,745 TAHLENA AVE MADISON TN 37115
BNA2 LLC,23,name_only,45 ANNANDALE NASHVILLE TN 37215
ELLDEE PROPERTIES LLC,23,name_only,"328 SHADY CREEK LN, NASHVILLE, TN 37211-6738"
CHARLTON SQUARE LLC,22,name_only,632 ADAMS ST BOWLING GREEN KY 42101
MAINLAND WEST END CIRCLE LLC,22,name_only,1905 ACKLEN AVE NASHVILLE TN 37212
Rsf Dev,22,curated_brand,425 HUEHL RD STE 18 NORTHBROOK IL 60062
MCCRORY CREEK INVESTMENTS GP,22,name_only,300 BROADWAY
ASPEN CONSTRUCTION HOLDINGS LLC,22,name_only,PO BOX 2092 BRENTWOOD TN 37024
EQUITY PARTNERS GROUP LLC,22,name_only,1770 FORSYTH PARK DR BRENTWOOD TN 37027
MERIDIAN CAPITAL GROUP LLC,22,name_only,5115 MARYLAND WAY BRENTWOOD TN 37027
RIGHTWAY REAL ESTATE LLC,22,name_only,PO BOX 90584 NASHVILLE TN 37209
WASTE MANAGEMENT INC OF TENNESSEE,22,name_only,PO BOX 1450 CHICAGO IL 60690
HIGH VIEW COTTAGES LLC,22,name_only,2206 21ST AVE S STE 200 NASHVILLE TN 37212
MARATHON VILLAGE STRATEGIC REALTY PARTNERS LLC,22,name_only,PO BOX 24382 NASHVILLE TN 37202
PERRYMAN CONST CO INC,22,name_only,237 OLD HICKORY BLVD NASHVILLE TN 37221
Pretium-pattern PROPCO,22,canon_parent,2405 DICKERSON PIKE NASHVILLE TN 37207
JIM CROSSMAN REALTY LLC,22,name_only,104 WOODMONT BLVD STE 203 NASHVILLE TN 37205
TCM TAYLOR LLC,22,name_only,107 TECHNOLOGY PKWY C/O TOM EVANS PEACHTREE CORNERS GA 30092
MACSNEWCO LLC,22,name_only,"801 CRESCENT CENTRE DR STE 300, FRANKLIN, TN 37067"
ALIVE HOSPICE INC,22,name_only,2313 21ST AV S NASHVILLE TN 37203
EIGHT-NINE KING DEVELOPMENT LLC,22,name_only,1585 MALLORY LN STE 202 BRENTWOOD TN 37027
423 VERITAS LLC,22,name_only,423 VERITAS ST NASHVILLE TN 37211
NASHVILLE WEST SHOPPING CENTER LLC,22,name_only,3841 GREEN HILLS VILLAGE NASHVILLE TN 37215
TRINITY SUMMIT OPPORTUNITY FUND LLC,22,name_only,PO BOX 3692 BRENTWOOD TN 37024
TREVECCA TOWERS INC,22,name_only,60 LESTER AVE NASHVILLE TN 37210
JEAN LAFITTE DESIGNS LLC,21,name_only,4018 VALLEY RD NASHVILLE TN 37205
USA CONDOS LLC,21,name_only,4205 W IRVING PARK RD CHICAGO IL 60641
MODERN HOMES LLC,21,name_only,222 PELHAM DR BRENTWOOD TN 37027
LWB LLC,21,name_only,914 CALLOWAY DR
WAFFLE HOUSE INC,21,name_only,5986 FINANCIAL DR NORCROSS GA 30071
BELLE MEADE BLDRS INC,21,name_only,6529 RADCLIFF DR NASHVILLE TN 37221
N & C PROPERTIES,21,name_only,1916 8TH AV S NASHVILLE TN 37203
UMBRELLA INVESTMENT CORP,21,name_only,512 AUTUMN SPRINGS CT STE B FRANKLIN TN 37067
BREEZE BLOCK TOWNHOMES LLC,21,name_only,PO BOX 158434 NASHVILLE TN 37215
MARKETING WORKS LLC,21,name_only,301 NORTHCREEK BLVD STE 1298 GOODLETTSVILLE TN 37072
HOME ADVANTAGE PROPERTIES LLC,21,name_only,5719 CHADWICK LN
VT ENTERPRISES LLC,21,name_only,408 BROOK HOLLOW RD
BREWER HOLDINGS LLC,21,name_only,1148 STIRLINGSHIRE DRIVE
HAMM RENTAL 503 LLC,21,name_only,4459 N CHAPEL RD FRANKLIN TN 37067
HYBRID PHOENIX HOLDINGS LLC,21,name_only,4605 SLOAN RD NASHVILLE TN 37209
LONE OAK LLC,21,name_only,4910 ATWOOD DR NASHVILLE TN 37220
JAMESTOWN VENTURES LLC,21,name_only,222 ROCKAWAY TURNPIKE STE 3 CEDARHURST NY 11516
CITY LIMITS CONSTRUCTION LLC,21,name_only,4910 ATWOOD DR
ROCK HOME LLC,21,name_only,PO BOX 58774 NASHVILLE TN 37205
PHILLIPS BUILDERS LLC,21,name_only,500 HOSPITAL DR MADISON TN 37115
7-ELEVEN INC,21,name_only,2424 RIDGE RD C/O K E ANDREWS & COMPANY ROCKWALL TX 75087
Craighead Partners,21,canon_parent,PO BOX 40225 NASHVILLE TN 37204
EST DEVELOPMENT LLC,21,name_only,2804 CLIFTON AVE NASHVILLE TN 37209
900 MERIDIAN TOWNHOMES LLC,21,name_only,3201 TREVOR ST STE 200 NASHVILLE TN 37209
DB PARTNERS LLC,21,name_only,5074 LAKEVIEW DR NASHVILLE TN 37220
CASTLERIDGE HOME BUILDERS LLC,21,name_only,1101 RIVERSIDE DR OLD HICKORY TN 37138
ELLIOTT PARTNERS LLC,21,name_only,2403 CASSELL ST TAMPA FL 33605
133 KVB RESI PROPERTY LP,21,name_only,45 ROCKEFELLER PLAZA NEW YORK NY 10111
CAPITOL PROPERTIES,21,name_only,C/O H GREER GTY MTG CO 311 7TH AVE N NASHVILLE TN 37219
AVONDALE PARK OWNERS' ASSOCIATION INC,20,name_only,50 VANTAGE WY STE 100 NASHVILLE TN 37228
EWING DR PARTNERS LLC,20,name_only,5016 CENTENNIAL BLVD STE 200 NASHVILLE TN 37209
BNA DEVELOPMENT LLC,20,name_only,2000 MALLORY LN 130-175 FRANKLIN TN 37067
CRAWFORD FAMILY PARTNERS,20,name_only,125 FAIRWAY DR PASS CHRISTIAN MS 39571
GENERAL PROPERTY GROUP LLC,20,name_only,1601 OLD HICKORY BLVD BRENTWOOD TN 37027
DNA MIRACLE PROPERTIES LLC,20,name_only,224 BRAMERTON CT FRANKLIN TN 37069
GRANT VENTURES LLC,20,name_only,4918 TYNE VALLEY BLVD NASHVILLE TN 37220
TLOT LLC,20,name_only,PO BOX 17116 NASHVILLE TN 37217
PRG PARKING NASHVILLE LLC,20,name_only,"200 W. MONROE STREET SUITE 1500, CHICAGO, IL 60606"
DOMUS BUILDERS LLC,20,name_only,2043 HUNTERWOOD DR BRENTWOOD TN 37027
RIDGEFIELD PROPERTIES,20,name_only,201 4TH AV N STE 1090 C/O K C STENGEL NASHVILLE TN 37219
HAYSBORO PROJECT LLC,20,name_only,2206 21ST AVE S STE 200 NASHVILLE TN 37212
WEHO FLATS LLC,20,name_only,1095 LYNNWOOD BLVD
E3 CONSTRUCTION 1016 W TRINITY LLC,20,name_only,2804 CLIFTON AVE NASHVILLE TN 37209
HORIZON DEVELOPMENT PARTNERS I,20,name_only,7110 PEACH CT BRENTWOOD TN 37027
MSG ENTERPRISES LLC,20,name_only,3777 PEACHTREE RD N E 1731 ATLANTA GA 30319
R H BOYD CO THE,20,name_only,6717 CENTENNIAL BV NASHVILLE TN 37209
900 EIGHTH LP,20,name_only,255 GLENVILLE RD GREENWICH CT 06831
LAND INVESTMENT & DEV CORP,20,name_only,837 FORREST HILLS DR NASHVILLE TN 37220
CENTEX REAL ESTATE CORP,20,name_only,2525 PERIMETER PL DR STE 201 NASHVILLE TN 37214
G & W PARTNERS,20,name_only,3818 CLEGHORN AV NASHVILLE TN 37215
GPT HOLDINGS LLC,20,name_only,4935 MAIN ST 7-176 SPRING HILL TN 37174
ORACLE AMERICA INC,20,name_only,500 ORACLE PKWY REDWOOD CITY CA 94065
GEORGETOWN OF NASHVILLE LTD,20,name_only,122 SOUTH LA SALLE ST CHICAGO IL 60603
CLEARWATER PROPERTIES LLC,20,name_only,PO BOX 40451 NASHVILLE TN 37204
BELLEVUE POST HOUSE INC,20,name_only,120 DONELSON PIKE STE 101 NASHVILLE TN 37214
COLE TENNESSEE COMMUNITY PROPERTY TRUST,20,name_only,841 ROBINSON RD OLD HICKORY TN 37138
603 SOUTHGATE LLC,19,name_only,205 IMPERIO AVE FREMONT CA 94539
JMR INVESTMENTS LLC,19,name_only,209 WOODFORD PL NASHVILLE TN 37215
DUDLEY SQUARE INC,19,name_only,PO BOX 100363 NASHVILLE TN 37210
RIVERWALK HOMEOWNERS ASSOCIATION INC,19,name_only,413 7TH AVE S NASHVILLE TN 37203
RIVERWALK DEVELOPMENT PARTNERS INC,19,name_only,213 OVERLOOK CR B 2 C/O CPS LAND LLC BRENTWOOD TN 37027
MARATHON PROPERTIES LLC,19,name_only,1712 HILLMONT DR NASHVILLE TN 37215
CLARK & HUDDLESTON PROPERTIES LLC,19,name_only,49 CC CAMP RD COOKEVILLE TN 38501
T F HOMES LLC,19,name_only,2572 MURFREESBORO RD NASHVILLE TN 37217
Vulcan Materials,19,canon_parent,651 MULLENS RD NASHVILLE TN 37217
TERRY HOUSE PARTNERS LLC ETAL,19,name_only,124 VAUGHN'S GAP NASHVILLE TN 37205
DUKE REALTY LTD PARTNERSHIP,19,name_only,1800 WAZEE ST STE 500 C/O PROLOGIS LP DENVER CO 80202
JCH DEVELOPMENT CO INC,19,name_only,104 WOODMONT BV 3RD FL NASHVILLE TN 37205
JOHNSON FAMILY PROPERTIES LLC,19,name_only,1720 WEST END AVE STE 300 NASHVILLE TN 37203
HOUSTON MCCORD REALTY CO,19,name_only,C/O L COOPER MGR-PROP PO BOX 32290 LOUISVILLE KY 40232
TIMO6 LLC,19,name_only,2704 INGA ST NASHVILLE TN 37206
S A NORTH LTD,19,name_only,153 TREELINE PARK STE 300 SAN ANTONIO TX 78209
HOUSING QUICK FIX ASSOCIATES LLC,19,name_only,PO BOX 110121 NASHVILLE TN 37222
ADVANTAGE BUILDERS INC,19,name_only,55 NICKLEBY DOWN BRENTWOOD TN 37027
KENDRICK GROUP LLC THE,19,name_only,8109 HILLDALE DR BRENTWOOD TN 37027
Crest / Craighead BTR,19,canon_parent,6901 LENOX VILLAGE DR STE 107 NASHVILLE TN 37211
LIDDLE RESIDENTIAL PROPERTIES LLC,19,name_only,2229 MIRES RD MOUNT JULIET TN 37122
COOKE/WILSON PROPERTIES,19,name_only,1914 WEST END AVE NASHVILLE TN 37203
KY-TN CONF ASSOC OF 7TH DAY ADV INC,19,name_only,850 CONFERENCE DR
LHG2020 LLC,19,name_only,850 NEW BURTON RD STE 201 DOVER DE 19904
RARE EARTH PROPERTIES,19,name_only,5003 GALLATIN PIKE NASHVILLE TN 37216
URBAN PROPERTIES LLC,19,name_only,1017 BURCHWOOD AVE NASHVILLE TN 37216
A & F RENTAL PROPERTIES LLC,19,name_only,99 S GRAYCROFT AVE MADISON TN 37115
LEGACY HOLDINGS LLC,19,name_only,131 LAUREL CREEK RD
HILL PLACE HOMEOWNERS ASSOCIATION INC,19,name_only,1900 WEDGEWOOD AVE NASHVILLE TN 37212
DODD DEVELOPMENT GROUP LLC,19,name_only,4404 SUNNYBROOK DR NASHVILLE TN 37205
FIRST TEAM LLC,19,name_only,162 4TH AVE N 311 NASHVILLE TN 37219
BRYAN DEVELOPMENT GROUP LLC,19,name_only,713 FARRELL RD NASHVILLE TN 37220
WAHIDI CONSTRUCTION LLC,19,name_only,112 BLACKSTONE PL
MORRIS ESHAGHPOUR CONTRACTING CORP,19,name_only,300 HARPETH RIDGE DR NASHVILLE TN 37221
PWU PROPERTIES LP & WERTHAN JONI P,19,name_only,4400 HARDING RD 310 C/O EQUITABLE TRS NASHVILLE TN 37205
ELLIOTT DEVELOPMENT LLC,19,name_only,3844 S MT JULIET RD HERMITAGE TN 37076
WILLIAMS CAPITAL INVESTMENTS LLC,19,name_only,2568 SALEM RD
FUNEZ REALTY INVESTMENT LLC,19,name_only,103 ELIZABETH CT GOODLETTSVILLE TN 37072
NASHVILLE NOW INVESTMENTS LLC,19,name_only,9265 CARRISBROOK LN BRENTWOOD TN 37027
MONARCH DEVELOPMENT LLC,19,name_only,540 SYDNEY PL MURFREESBORO TN 37130
ARI HOLDINGS LLC,19,name_only,PO BOX 993 BRENTWOOD TN 37024
PHILHALL CORP,18,name_only,2910 KRAFT DR NASHVILLE TN 37204
MORE ON THIRD LLC,18,name_only,1227 3RD AVE N NASHVILLE TN 37208
ORCHARD FOUNDATION LLC,18,name_only,831 SEVEN OAKS BLVD SMYRNA TN 37167
SAGE RUN DEVELOPMENT LLC,18,name_only,600 BROADWAY 604 NASHVILLE TN 37203
1200 BWC JOINT VENTURE,18,name_only,9128 BRENTMEADE BLVD BRENTWOOD TN 37027
HILL REVOLVER LLC,18,name_only,3011 ARMORY DR STE 130 NASHVILLE TN 37204
LUXURY SPACES OF NASHVILLE LLC,18,name_only,321 31ST AVE N APT 303 NASHVILLE TN 37203
WOLFE INVESTMENTS LLC,18,name_only,605 PRESS PL 111 NASHVILLE TN 37208
CUMBERLAND DEVELOPMENT PARTNERS LLC,18,name_only,"542 SOUTHGATE AVE APT 202, NASHVILLE, TN 37203"
MRB DEVELOPERS LLC,18,name_only,640 HILL RD BRENTWOOD TN 37027
HOOPER PROPERTY KEH LLC,18,name_only,KINGSLEY HOOPER & EMILY HOOPER
GRAN INC,18,name_only,200 NASHBORO BLVD NASHVILLE TN 37217
FORTUITOUS LLC,18,name_only,1151 SCHOLL LANE
FMBC INVESTMENTS LLC,18,name_only,3716 WEST END AV NASHVILLE TN 37205
CARILLON APARTMENTS LLC THE,18,name_only,1020 NE LOOP 410 STE 700 SAN ANTONIO TX 78209
POORA PROPERTIES GP,18,name_only,117 VAUGHNS GAP RD NASHVILLE TN 37205
STM STRATFORD PLACE PARTNERS,18,name_only,101 WINNERS CR MARYLAND FARMS 208 BRENTWOOD TN 37027
SUGAR VALLEY HOMEOWNERS ASSOCIATION INC,18,name_only,7005 VENETIAN WAY MURFREESBORO TN 37129
K A W PROPERTIES LLC,18,name_only,401 S MT JULIET RD STE 235 251 MOUNT JULIET TN 37122
UDR,18,curated_brand,1745 SHEA CENTER DR 200 C/O PROPTAXDEP
JRH PROPERTIES LLC,18,name_only,109 WESTPARK DR STE 180 BRENTWOOD TN 37027
6124 ROBERTSON AVENUE PARTNERS LLC,18,name_only,212 OVERLOOK CIR BRENTWOOD TN 37027
NASHVILLE PROPERTIES PARTNERSHIP,18,name_only,177 BELLE FOREST CIR NASHVILLE TN 37221
505 PROPERTY LLC,18,name_only,421 CHURCH ST ATTN ANTHONY D GIARRATANA NASHVILLE TN 37219
NEYLAND PROPERTIES LLC,18,name_only,TIM KING
CHADWELL RETREAT LLC,18,name_only,6357 CORINTH RD MOUNT JULIET TN 37122
NEWCO ARC LLC,18,name_only,1350 AVE OF THE AMERICAS 3RD FL NEW YORK NY 10019
VOLUNTEER BUILDERS LLC,18,name_only,134 BELLA VISTA DR GOODLETTSVILLE TN 37072
ECHO FIVE LLC,18,name_only,1100 DOUGLAS AVE NASHVILLE TN 37206
WAL-MART STORES INC,18,name_only,2244 GALLATIN PIKE MADISON TN 37115
RIDGEVIEW PROPERTIES LLC,18,name_only,370 THE LADY OF THE LAKE LN FRANKLIN TN 37067
MCH CONSTRUCTION OF TN LLC,18,name_only,5313 INDIANA AVE NASHVILLE TN 37209
AGAPE PROPERTIES OF MUSIC CITY LLC,18,name_only,2119 WESTWOOD AVE NASHVILLE TN 37212
ELITE HOMES LLC,18,name_only,21 COLONEL WINSTEAD DR
NASHVILLEREALTYGROUP COM LLC,18,name_only,PO BOX 60555 NASHVILLE TN 37206
PRIME NASHVILLE LLC,18,name_only,1308 GALLATIN AVE NASHVILLE TN 37206
HAROLD PROPERTIES LLC,18,name_only,1059 E TRINITY LN NASHVILLE TN 37216
DOWD DEVELOPMENT & DESIGN LLC,18,name_only,2914 FELICIA ST NASHVILLE TN 37209
WILLOW BRANCH PARTNERS LLC,17,name_only,1720 GENERAL GEORGE PATTON DR STE A BRENTWOOD TN 37027
STAFFORD PARTNERS NO 1 LP,17,name_only,PO BOX 1625 BRENTWOOD TN 37024
HARDING ACADEMY PROPERTY HOLDINGS LLC,17,name_only,170 WINDSOR DR NASHVILLE TN 37205
EMRO MARKETING CO,17,name_only,101 N 1ST ST NASHVILLE TN 37213
SPARTAN AZ QOZB LLC,17,name_only,3034 EAST BAARS AVE GILBERT AZ 85298
CARBINE & ASSOCIATES LLC,17,name_only,621 BRADLEY CT FRANKLIN TN 37067
WANDERER EAST LLC THE,17,name_only,204 S 11TH ST NASHVILLE TN 37206
BELLE ARBOR HOMEOWNER'S ASSOCIATION INC,17,name_only,2146 N THOMPSON LN STE B MURFREESBORO TN 37129
COTTINGHAM CAPITAL LLC,17,name_only,800 S WILSON BLVD NASHVILLE TN 37215
SOUTH CENTRAL CONF ASSN OF 7TH DAY ADV INC,17,name_only,2011 24TH AVE N NASHVILLE TN 37208
SKY HOUSES INC,17,name_only,2505 HESTER CT NOLENSVILLE TN 37135
LAND DEVELOPMENT COM INC,17,name_only,798 OLD HICKORY BLVD BRENTWOOD TN 37027
FOX RUN CO INC,17,name_only,210 25TH AV N STE 512 NASHVILLE TN 37203
UPSIDE LLC,17,name_only,PO BOX 160730 NASHVILLE TN 37216
DUKE & DUKE LLC,17,name_only,342 COOL SPRINGS BLVD STE 202 FRANKLIN TN 37067
RISE DEVELOPMENT LLC,17,name_only,3167 BRIMSTEAD DR FRANKLIN TN 37064
LANDMARK HOMES OF TENNESSEE INC,17,name_only,6064 CENTRAL PK MT JULIET TN 37122
SUPERVISORY SERVICES PARTNERSHIP,17,name_only,1501 DEMONBREUN ST NASHVILLE TN 37203
ASHTON PARK HOA INC,17,name_only,2409 CRUZEN ST C/O NICKI CLARK NASHVILLE TN 37211
JMJ ENTERPRISES INC,17,name_only,1929 LEBANON PK NASHVILLE TN 37210
AI DEVCO LLC,17,name_only,2002 RICHARD JONES RD STE C208 NASHVILLE TN 37215
