parid,apn,acct
169577,107050A11700CO,117706
169578,107050A11800CO,117707
169579,107050A11900CO,117708
169580,107130A00500CO,118080
169582,107130A00600CO,118081
169584,107130A00700CO,118082
169586,107130A00800CO,118083
169588,107130A00900CO,118084
169590,107130A01000CO,118085
169592,107130A01100CO,118086
169594,107130A01200CO,118087
169596,107130A01300CO,118088
169598,107130A01400CO,118089
169600,107130A01500CO,118090
169602,107130A01600CO,118091
169604,107130A01700CO,118092
169606,107130A01800CO,118093
169608,107130A01900CO,118094
169610,107130A02000CO,118095
169612,107130A02100CO,118096
169647,10616007100,117263
169650,10616007300,117264
169651,10616007400,117265
169652,10616007500,117266
169659,10616007800,117269
169663,10616008100,207297
169664,10616008200,209715
169672,10700000200,117275
169676,107050A12000CO,117709
169677,107050A12100CO,117710
169678,107050A12200CO,117711
169679,107050A12300CO,117712
169680,107050A12400CO,117713
169681,107050A12500CO,117714
169682,107050A12600CO,117715
169683,107050A12700CO,117716
169684,107050A12800CO,117717
169685,107050A12900CO,117718
169686,107050A13000CO,117719
169687,107050A13100CO,117720
169688,107050A13200CO,117721
169689,107050A13300CO,117722
169690,107050A13400CO,117723
169691,107050A13500CO,117724
169692,107050A13600CO,117725
169693,107050A13700CO,117726
169694,107050A13800CO,117727
169695,107050A13900CO,117728
169696,107050A14000CO,117729
169697,107050A14100CO,117730
169698,107050A14200CO,117731
169699,107050A14300CO,117732
169700,107050A14400CO,117733
169701,107050A14500CO,117734
169702,107050A14600CO,117735
169703,107050A14700CO,117736
169704,107050A14800CO,117737
169705,107050A14900CO,117738
169706,107050A15000CO,117739
169707,107050B20000CO,117740
169708,107050B20100CO,117741
169710,107130A02200CO,118097
169712,107130A02300CO,118098
169714,107130A02400CO,118099
169716,107130A02500CO,118100
169718,107130A02600CO,118101
169720,107130A02700CO,118102
169722,107130A02800CO,118103
169724,107130A02900CO,118104
169726,107130A03000CO,118105
169728,107130A03100CO,118106
169730,107130A03200CO,118107
169732,107130A03300CO,118108
169734,107130A03400CO,118109
169736,107130A03500CO,118110
169738,107130A03600CO,118111
169740,107130A03700CO,118112
169744,10800000100,118368
169751,10800000200,118369
169757,10800000500,118370
169802,107050B20200CO,117742
169803,107050B20300CO,117743
169804,107050B20400CO,117744
169805,107050B20500CO,117745
169806,107050B20600CO,117746
169807,107050B20700CO,117747
169808,107050B20800CO,117748
169809,107050B20900CO,117749
169810,107050B21000CO,117750
169811,107050B21100CO,117751
169812,107050B21200CO,117752
169813,107050B21300CO,117753
169814,107050B21400CO,117754
169815,107050B21500CO,117755
169816,107050B21600CO,117756
169817,107050B21700CO,117757
169818,107050B21800CO,117758
169819,107050C00100CO,213473
169820,107050C00200CO,213474
169822,10705000400,117447
169823,10705000500,117448
169824,10705000600,117449
169825,10705000700,117450
169826,10705000800,117451
169827,10705000900,117452
169828,10705001000,117453
169829,10705001100,117454
169830,10705001200,117455
169831,10705001300,117456
169832,10705001400,117457
169833,10705001500,117458
169834,107130A03800CO,118113
169836,107130A03900CO,118114
169838,107130A04000CO,118115
169840,107130A04100CO,118116
169842,107130A04200CO,118117
169844,107130A04300CO,118118
169846,107130A04400CO,118119
169848,107130A04500CO,118120
169850,107130A04600CO,118121
169852,107130A04700CO,118122
169854,107130A04800CO,118123
169856,107130A04900CO,118124
169858,107130A05000CO,118125
169860,107130A05100CO,118126
169862,107130A05200CO,118127
169864,107130A05300CO,118128
169888,10800003101,118376
169891,10800003400,118379
169893,10800003600,118381
169895,10700001202,117282
169921,10700002000,117285
169925,10705001600,117459
169926,10705001700,117460
169927,10705001800,117461
169928,10705001900,117462
169929,10705002000,117463
169930,10705002100,117464
169931,10705002200,117465
169932,10705002300,117466
169934,10705002700,117468
169935,10705002800,117469
169936,10705002900,117470
169937,10705003000,117471
169938,10705003100,117472
169939,10705003200,117473
169940,10705003300,117474
169941,10705003400,117475
169942,10705003500,117476
169943,10705003600,117477
169944,10705003700,117478
169945,10705003800,117479
169946,10705003900,117480
169947,10705004000,117481
169948,10705004100,117482
169949,10705004200,117483
169950,10705004300,117484
169951,10705004400,117485
169952,10705004500,117486
169953,10705004600,117487
169954,10705004700,117488
169955,10705004800,117489
169956,10705004900,117490
169957,10705005300,117491
169958,107130A05400CO,118129
169960,107130A05500CO,118130
169962,10713000100,117925
169963,10713000200,117926
169964,10713000300,117927
169965,10713000400,117928
169966,10713000500,117929
169967,10713000600,117930
169968,10713000700,117931
169969,10713000800,117932
169970,10713000900,117933
169971,10713001000,117934
169972,10713001100,117935
169973,10713001200,117936
169974,10713001300,117937
169975,10713001400,117938
169976,10713001500,117939
169977,10713001600,117940
169978,10713001700,117941
169980,10713001900,117943
169982,10713002000,117944
169983,10713002100,117945
169984,10713002200,117946
169985,10713002300,117947
169986,10713002400,117948
169987,10713002500,117949
169988,10713002600,117950
170008,10800004300,118384
170015,10800004500,118387
170027,10700002400,117290
170041,10700004800,117291
170049,10705005400,117492
170050,10705005500,117493
170051,10705005600,117494
170052,10705005700,117495
170053,10705005800,117496
170054,10705005900,117497
170055,10705006000,117498
170056,10705006100,117499
170057,10705006200,117500
170058,10705006300,117501
170059,10705006400,117502
170060,10705006500,117503
170061,10705006600,117504
170062,10705006700,117505
170063,10705006800,117506
170064,10705006900,117507
170065,10705007000,117508
170066,10705007100,117509
170075,10705008000,117513
170077,10705008200,117514
170080,10705008400,117516
170081,10705008500,117517
170082,10713002700,117951
170083,10713002800,117952
170084,10713002900,117953
170085,10713003000,117954
170086,10713003100,117955
170087,10713003200,117956
170088,10713003300,117957
170089,10713003400,117958
170090,10713003500,117959
170091,10713003600,117960
170092,10713003700,117961
170094,10713003800,117962
170095,10713003900,117963
170096,10713004000,117964
170097,10713004100,117965
170098,10713004200,117966
170099,10713004300,117967
170100,10713004400,117968
170101,10713004500,117969
170102,10713004600,117970
170103,10713004700,117971
170104,10713004800,117972
170105,10713004900,117973
170107,10713005000,117974
170109,10713005100,117975
170110,10713005200,117976
170111,10713005300,117977
170112,10713005400,117978
170113,10800004800,118390
170142,10700005000,117293
170171,10705008600,117518
170172,10705008700,117519
170173,10705008900,117520
170174,10705009000,117521
170175,10705009100,117522
170176,10705009200,117523
170177,10705009300,117524
170178,10705009400,117525
170179,10705009500,117526
170180,10705009600,117527
170181,10705009700,117528
170182,10705009800,117529
170183,10705009900,117530
170184,10705010000,117531
170185,10705010100,117532
170186,10705010200,117533
170187,10705010300,117534
170189,10705010500,117536
170190,10705010600,117537
170191,10705010700,117538
170192,10705010800,117539
170193,10705010900,117540
170194,10705011000,117541
170195,10705011100,117542
170196,10705011200,117543
170197,10705011300,117544
170198,10705011400,117545
170199,10705011500,117546
170200,10705011600,117547
170201,10705011700,117548
170202,10705011800,117549
170203,10705011900,117550
170204,10705012000,117551
170205,10713005500,117979
170206,10713005600,117980
170207,10713005700,117981
170208,10713005800,117982
170209,10713005900,117983
170210,10713006000,117984
170211,10713006100,117985
170213,10713006300,117987
170214,10713006400,117988
170215,10713006500,117989
170216,10713006600,117990
170217,10713006700,117991
170218,10713006800,117992
170219,10713006900,117993
170220,10713007000,117994
170221,10713007100,117995
170222,10713007200,117996
170223,10713007300,117997
170224,10713007400,117998
170225,10713007500,117999
170226,10713007600,118000
170227,10713007700,118001
170228,10713007800,118002
170229,10713007900,118003
170230,10713008000,118004
170231,10713008100,118005
170232,10713008200,118006
170233,10713008300,118007
170234,10713008400,118008
170235,10713008500,118009
170269,10700006300,117302
170271,10700006400,117303
170281,10700006700,117306
170283,10700006800,117307
170290,10700007300,117312
170294,10705012100,117552
170295,10705012200,117553
170296,10705012300,117554
170297,10705012400,117555
170298,10705012500,117556
170299,10705012600,117557
170300,10705012700,117558
170301,10705012800,117559
170302,10705012900,117560
170303,10705013000,117561
170304,10705013100,117562
170305,10705013200,117563
170306,10705013300,117564
170307,10705013400,117565
170308,10705013500,117566
170309,10705013600,117567
170310,10705013700,117568
170311,10705013800,117569
170312,10705013900,117570
170313,10705014000,117571
170314,10705014100,117572
170315,10705014200,117573
170316,10705014300,117574
170317,10705014400,117575
170318,10705014500,117576
170319,10705014600,117577
170320,10705014700,117578
170321,10705014800,117579
170322,10705014900,117580
170323,10705015000,117581
170324,10705015100,117582
170325,10705015200,117583
170326,10705015300,117584
170327,10705015400,117585
170328,10713008600,118010
170329,10713008700,118011
170330,10713008800,118012
170331,10713008801,118013
170332,10713008802,118014
170333,10713008900,118015
170334,10713009000,118016
170335,10713009100,118017
170336,10713009200,118018
170337,10713009300,118019
170338,10713009400,118020
170339,10713009500,118021
170340,10713009600,118022
170341,10713009700,118023
170342,10713009800,118024
170343,10713009900,118025
170344,10713010000,118026
170345,10713010100,118027
170346,10713010200,118028
170347,10713010300,118029
170348,10713010400,118030
170349,10713010500,118031
170350,10713010600,118032
170351,10713010700,118033
170352,10713010800,118034
170353,10713010900,118035
170354,10713011000,118036
170355,10713011100,118037
170356,10713011200,118038
170357,10713011300,118039
170358,10713011400,118040
170370,10800006600,118396
170397,10700007800,117315
170399,10700007900,117316
170415,10700008600,117319
170416,10700008700,117320
170418,10700008800,117321
170419,10705015500,117586
170420,10705015600,117587
170421,10705015700,117588
170422,10705015800,117589
170423,10705015900,117590
170424,10705016000,117591
170425,10705016100,117592
170426,10705016200,117593
170427,10705016300,117594
170428,10705016400,117595
170429,10705016500,117596
170430,10705016600,117597
170431,10705016700,117598
170432,10705016800,117599
170433,10705016900,117600
170434,10705017000,117601
170435,10705017100,117602
170436,10705017200,117603
170437,10705017300,117604
170438,10705017400,117605
170440,10705017600,117607
170441,10705017700,117608
170442,10705017800,117609
170443,10705017900,117610
170444,10705018000,117611
170445,10705018100,117612
170446,10705018200,117613
170447,10705018300,117614
170448,10705018400,117615
170449,10705018500,117616
170450,10705018600,117617
170451,10705018700,117618
170452,10705018800,117619
170453,10713011500,118041
170454,10713011600,118042
170455,10713011700,118043
170456,10713011800,118044
170457,10713011900,118045
170458,10713012000,118046
170459,10713012100,118047
170460,10713012200,118048
170461,10713012300,118049
170462,10713012400,118050
170464,10713012600,118052
170467,10713012900,118054
170468,10713013000,118055
170470,10713013200,118057
170472,10713013400,118058
170473,10713013700,118059
170475,10713014000,118060
170480,10713014300,118061
170481,10713014400,118062
170482,10713014500,118063
170515,10700008900,117322
170522,10700009100,117323
170527,10700009200,117324
170528,10700009500,117325
170534,10700009700,117326
170536,10700009800,117327
170539,10700009900,117328
170540,10700010000,117329
170541,10700010100,117330
170543,10705018900,117620
170544,10705019000,117621
170545,10705019100,117622
170546,10705019200,117623
170547,10705019300,117624
170548,10705019400,117625
170549,10705019500,117626
